Bank of Thailand
FI_NP_001 : Gross NPLs and Net NPLs Outstanding Loans to Related Parties Fine and Summary Statement of Liabilities and Assets Classified by Financial Institution Group 1/ 2/
(Unit: Millions of Baht)
Last Updated : 23 Dec 2020 16:00
Retrieved date : 24 Mar 2022 19:59
,,JUN 1998 ,,JUL 1998 ,,AUG 1998 ,,SEP 1998 ,,OCT 1998 ,,NOV 1998 ,,DEC 1998 ,,JAN 1999 ,,FEB 1999 ,,MAR 1999 ,,APR 1999 ,,MAY 1999 ,,JUN 1999 ,,JUL 1999 ,,AUG 1999 ,,SEP 1999 ,,OCT 1999 ,,NOV 1999 ,,DEC 1999 ,,JAN 2000 ,,FEB 2000 ,,MAR 2000 ,,APR 2000 ,,MAY 2000 ,,JUN 2000 ,,JUL 2000 ,,AUG 2000 ,,SEP 2000 ,,OCT 2000 ,,NOV 2000 ,,DEC 2000 ,,JAN 2001 ,,FEB 2001 ,,MAR 2001 ,,APR 2001 ,,MAY 2001 ,,JUN 2001 ,,JUL 2001 ,,AUG 2001 ,,SEP 2001 ,,OCT 2001 ,,NOV 2001 ,,DEC 2001 ,,JAN 2002 ,,FEB 2002 ,,MAR 2002 ,,APR 2002 ,,MAY 2002 ,,JUN 2002 ,,JUL 2002 ,,AUG 2002 ,,SEP 2002 ,,OCT 2002 ,,NOV 2002 ,,DEC 2002 ,,JAN 2003 ,,FEB 2003 ,,MAR 2003 ,,APR 2003 ,,MAY 2003 ,,JUN 2003 ,,JUL 2003 ,,AUG 2003 ,,SEP 2003 ,,OCT 2003 ,,NOV 2003 ,,DEC 2003 ,,JAN 2004 ,,FEB 2004 ,,MAR 2004 ,,APR 2004 ,,MAY 2004 ,,JUN 2004 ,,JUL 2004 ,,AUG 2004 ,,SEP 2004 ,,OCT 2004 ,,NOV 2004 ,,DEC 2004 ,,JAN 2005 ,,FEB 2005 ,,MAR 2005 ,,APR 2005 ,,MAY 2005 ,,JUN 2005 ,,JUL 2005 ,,AUG 2005 ,,SEP 2005 ,,OCT 2005 ,,NOV 2005 ,,DEC 2005 ,,JAN 2006 ,,FEB 2006 ,,MAR 2006 ,,APR 2006 ,,MAY 2006 ,,JUN 2006 ,,JUL 2006 ,,AUG 2006 ,,SEP 2006 ,,OCT 2006 ,,NOV 2006 ,,DEC 2006 ,,JAN 2007 ,,FEB 2007 ,,MAR 2007 ,,APR 2007 ,,MAY 2007 ,,JUN 2007 ,,JUL 2007 ,,AUG 2007 ,,SEP 2007 ,,OCT 2007 ,,NOV 2007 ,,DEC 2007 ,,JAN 2008 ,,FEB 2008 ,,MAR 2008 r,,APR 2008 ,,MAY 2008 ,,JUN 2008 r,,JUL 2008 ,,AUG 2008 ,,SEP 2008 r,,OCT 2008 ,,NOV 2008 ,,DEC 2008 r,,JAN 2009 ,,FEB 2009 ,,MAR 2009 ,,APR 2009 ,,MAY 2009 ,,JUN 2009 ,,JUL 2009 ,,AUG 2009 ,,SEP 2009 ,,OCT 2009 ,,NOV 2009 ,,DEC 2009 ,,JAN 2010 ,,FEB 2010 ,,MAR 2010 ,,APR 2010 r,,MAY 2010 ,,JUN 2010 r,,JUL 2010 ,,AUG 2010 ,,SEP 2010 ,,OCT 2010 ,,NOV 2010 ,,DEC 2010 ,,JAN 2011 ,,FEB 2011 ,,MAR 2011 ,,APR 2011 ,,MAY 2011 ,,JUN 2011 ,,JUL 2011 ,,AUG 2011 ,,SEP 2011 ,,OCT 2011 ,,NOV 2011 ,,DEC 2011 r,,JAN 2012 ,,FEB 2012 ,,MAR 2012 r,,APR 2012 ,,MAY 2012 ,,JUN 2012 r,,JUL 2012 ,,AUG 2012 ,,SEP 2012 ,,OCT 2012 ,,NOV 2012 ,,DEC 2012 r,,JAN 2013 r,,FEB 2013 r,,MAR 2013 r,,APR 2013 r,,MAY 2013 r,,JUN 2013 r,,JUL 2013 ,,AUG 2013 ,,SEP 2013 ,,OCT 2013 ,,NOV 2013 ,,DEC 2013 ,,JAN 2014 ,,FEB 2014 ,,MAR 2014 ,,APR 2014 ,,MAY 2014 ,,JUN 2014 ,,JUL 2014 ,,AUG 2014 ,,SEP 2014 ,,OCT 2014 ,,NOV 2014 ,,DEC 2014 ,,JAN 2015 ,,FEB 2015 ,,MAR 2015 ,,APR 2015 r,,MAY 2015 ,,JUN 2015 ,,JUL 2015 ,,AUG 2015 ,,SEP 2015 ,,OCT 2015 ,,NOV 2015 ,,DEC 2015 ,,JAN 2016 ,,FEB 2016 ,,MAR 2016 ,,APR 2016 ,,MAY 2016 ,,JUN 2016 ,,JUL 2016 ,,AUG 2016 ,,SEP 2016 ,,OCT 2016 ,,NOV 2016 ,,DEC 2016 r,,JAN 2017 ,,FEB 2017 ,,MAR 2017 ,,APR 2017 ,,MAY 2017 ,,JUN 2017 r,,JUL 2017 ,,AUG 2017 ,,SEP 2017 ,,OCT 2017 ,,NOV 2017 ,,DEC 2017 ,,JAN 2018 ,,FEB 2018 ,,MAR 2018 ,,APR 2018 ,,MAY 2018 ,,JUN 2018 ,,JUL 2018 ,,AUG 2018 ,,SEP 2018 ,,OCT 2018 ,,NOV 2018 ,,DEC 2018 r,,JAN 2019 ,,FEB 2019 ,,MAR 2019 ,,APR 2019 ,,MAY 2019 ,,JUN 2019 ,,JUL 2019 ,,AUG 2019 ,,SEP 2019 ,,OCT 2019 ,,NOV 2019 ,,DEC 2019 p,
,,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans,Amount,% to Total Loans
1,1.  Commercial Banks registered in Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,      Gross NPLs (Quarter),1780260,35.89,1867406,38.16,1936294,39.49,2086016,43.19,2188168,46.02,2283199,48.47,2276598,48.20,2271335,49.71,2451605,51.55,2453853,52.00,2449252,52.00,2472294,52.00,2397880,51.56,2390809,51.40,2363097,51.00,2298814,49.00,2262598,48.00,2175314,46.46,1942716,42.44,1931384,42.26,1906273,41.71,1854383,40.87,1826240,40.15,1796259,39.31,1513661,35.19,1493101,34.60,1490259,34.59,1022773,24.91,1017276,24.67,1016425,24.74,784413,19.27,786196,19.31,787770,19.35,786305,19.20,794358,19.36,804196,19.72,560329,13.73,569392,13.87,566995,13.81,574706,14.28,525141,13.42,512178,13.25,441948,11.49,445361,11.61,444753,11.54,443322,11.52,454732,11.47,472116,11.97,440145,11.21,445652,11.40,442741,11.25,440536,11.11,445434,11.21,435946,10.88,699781,16.50,699781,16.50,699781,16.50,718297,16.75,718297,16.75,718298,16.75,717351,16.79,717351,16.79,717351,16.79,694490,16.18,694490,16.18,694490,16.18,591028,13.52,591028,13.52,591028,13.52,569380,12.76,569380,12.76,569380,12.76,591815,13.08,591815,13.08,591815,13.08,591454,12.58,591454,12.58,591454,12.58,556998,12.54,556998,12.54,556998,12.54,562336,11.85,562336,11.85,562336,11.85,550838,11.49,550838,11.49,550838,11.49,546820,11.06,546820,11.06,546820,11.06,461438,9.05,461438,9.05,461438,9.05,457053,8.85,457053,8.85,457053,8.85,470277,9.04,470277,9.04,470277,9.04,465196,8.86,465196,8.86,465196,8.86,426196,8.03,426196,8.03,426196,8.03,435204,8.13,435204,8.13,435204,8.13,455988,8.43,455988,8.43,n.a.,n.a.,467829,8.53,n.a.,n.a.,n.a.,n.a.,441598,7.81,n.a.,n.a.,n.a.,n.a.,452895,7.31,n.a.,n.a.,n.a.,n.a.,436678,6.98,n.a.,n.a.,n.a.,n.a.,419435,6.46,n.a.,n.a.,n.a.,n.a.,384724,5.62,n.a.,n.a.,n.a.,n.a.,404593,5.86,n.a.,n.a.,n.a.,n.a.,388629,5.74,n.a.,n.a.,n.a.,n.a.,388024,5.70,n.a.,n.a.,n.a.,n.a.,364362,5.23,n.a.,n.a.,n.a.,n.a.,360282,4.97,n.a.,n.a.,n.a.,n.a.,346171,4.83,n.a.,n.a.,n.a.,n.a.,337788,4.58,n.a.,n.a.,n.a.,n.a.,303158,3.89,n.a.,n.a.,n.a.,n.a.,291658,3.49,n.a.,n.a.,n.a.,n.a.,276319,3.26,n.a.,n.a.,n.a.,n.a.,260607,3.07,n.a.,n.a.,n.a.,n.a.,256754,2.94,n.a.,n.a.,n.a.,n.a.,260788,2.89,n.a.,n.a.,n.a.,n.a.,253947,2.74,n.a.,n.a.,n.a.,n.a.,256736,2.62,n.a.,n.a.,n.a.,n.a.,247302,2.44,n.a.,n.a.,n.a.,n.a.,249052,2.35,n.a.,n.a.,n.a.,n.a.,257137,2.39,n.a.,n.a.,n.a.,n.a.,259774,2.39,n.a.,n.a.,n.a.,n.a.,258948,2.31,n.a.,n.a.,n.a.,n.a.,273184,2.44,n.a.,n.a.,n.a.,n.a.,277716,2.46,n.a.,n.a.,n.a.,n.a.,288639,2.52,n.a.,n.a.,n.a.,n.a.,271855,2.31,n.a.,n.a.,n.a.,n.a.,293069,2.40,n.a.,n.a.,n.a.,n.a.,306217,2.49,n.a.,n.a.,n.a.,n.a.,355062,2.92,n.a.,n.a.,n.a.,n.a.,332889,2.69,n.a.,n.a.,n.a.,n.a.,352895,2.78,n.a.,n.a.,n.a.,n.a.,369269,2.88,n.a.,n.a.,n.a.,n.a.,388892,3.06,n.a.,n.a.,n.a.,n.a.,380935,2.99,n.a.,n.a.,n.a.,n.a.,400088,3.10,n.a.,n.a.,n.a.,n.a.,412558,3.11,n.a.,n.a.,n.a.,n.a.,424402,3.14,n.a.,n.a.,n.a.,n.a.,425579,3.08,n.a.,n.a.,n.a.,n.a.,440218,3.08,n.a.,n.a.,n.a.,n.a.,438558,3.09,n.a.,n.a.,n.a.,n.a.,439740,3.10,n.a.,n.a.,n.a.,n.a.,440056,3.09,n.a.,n.a.,n.a.,n.a.,450239,3.10,n.a.,n.a.,n.a.,n.a.,447027,3.11,n.a.,n.a.,n.a.,n.a.,465683,3.17,n.a.,n.a.,n.a.,n.a.,460961,3.14
3,      Net NPLs (Quarter),n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,228212,4.47,228212,4.47,228212,4.47,235210,4.57,235210,4.57,235210,4.57,249505,4.79,249505,4.79,n.a.,n.a.,254784,4.83,n.a.,n.a.,n.a.,n.a.,232467,4.27,n.a.,n.a.,n.a.,n.a.,244476,4.09,n.a.,n.a.,n.a.,n.a.,228046,3.77,n.a.,n.a.,n.a.,n.a.,225997,3.59,n.a.,n.a.,n.a.,n.a.,212779,3.19,n.a.,n.a.,n.a.,n.a.,225903,3.36,n.a.,n.a.,n.a.,n.a.,219778,3.33,n.a.,n.a.,n.a.,n.a.,214254,3.23,n.a.,n.a.,n.a.,n.a.,201066,2.96,n.a.,n.a.,n.a.,n.a.,197243,2.79,n.a.,n.a.,n.a.,n.a.,186537,2.66,n.a.,n.a.,n.a.,n.a.,181360,2.51,n.a.,n.a.,n.a.,n.a.,161823,2.12,n.a.,n.a.,n.a.,n.a.,160383,1.95,n.a.,n.a.,n.a.,n.a.,152514,1.83,n.a.,n.a.,n.a.,n.a.,136167,1.63,n.a.,n.a.,n.a.,n.a.,127294,1.48,n.a.,n.a.,n.a.,n.a.,129528,1.45,n.a.,n.a.,n.a.,n.a.,126102,1.38,n.a.,n.a.,n.a.,n.a.,122837,1.27,n.a.,n.a.,n.a.,n.a.,110619,1.10,n.a.,n.a.,n.a.,n.a.,110787,1.06,n.a.,n.a.,n.a.,n.a.,116845,1.10,n.a.,n.a.,n.a.,n.a.,120220,1.12,n.a.,n.a.,n.a.,n.a.,122138,1.10,n.a.,n.a.,n.a.,n.a.,130572,1.18,n.a.,n.a.,n.a.,n.a.,133105,1.20,n.a.,n.a.,n.a.,n.a.,144507,1.28,n.a.,n.a.,n.a.,n.a.,136114,1.17,n.a.,n.a.,n.a.,n.a.,147207,1.22,n.a.,n.a.,n.a.,n.a.,151787,1.25,n.a.,n.a.,n.a.,n.a.,160736,1.34,n.a.,n.a.,n.a.,n.a.,156245,1.28,n.a.,n.a.,n.a.,n.a.,164564,1.32,n.a.,n.a.,n.a.,n.a.,173950,1.38,n.a.,n.a.,n.a.,n.a.,182864,1.46,n.a.,n.a.,n.a.,n.a.,177054,1.41,n.a.,n.a.,n.a.,n.a.,185902,1.47,n.a.,n.a.,n.a.,n.a.,188594,1.45,n.a.,n.a.,n.a.,n.a.,197722,1.49,n.a.,n.a.,n.a.,n.a.,199340,1.46,n.a.,n.a.,n.a.,n.a.,207944,1.48,n.a.,n.a.,n.a.,n.a.,210236,1.50,n.a.,n.a.,n.a.,n.a.,211639,1.52,n.a.,n.a.,n.a.,n.a.,207588,1.48,n.a.,n.a.,n.a.,n.a.,213883,1.50,n.a.,n.a.,n.a.,n.a.,217084,1.53,n.a.,n.a.,n.a.,n.a.,227659,1.58,n.a.,n.a.,n.a.,n.a.,233660,1.61
4,      Loans to related parties,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,245390,5.69,237718,5.52,112686,2.74,117315,2.84,118169,2.88,123751,3.04,112348,2.76,124834,3.07,126953,3.10,118531,2.89,143773,3.53,133998,3.28,135227,3.29,136195,3.32,145713,3.62,139678,3.57,139845,3.62,143132,3.72,142345,3.71,143371,3.72,142459,3.70,146560,3.70,145131,3.68,82609,2.10,76659,1.96,80997,2.06,89524,2.26,87805,2.21,87867,2.19,94161,2.22,92697,2.19,96171,2.27,163657,3.81,147021,3.43,137202,3.20,130332,3.05,119242,2.79,110077,2.58,100256,2.33,88858,2.07,90199,2.10,86658,1.98,88819,2.03,84963,1.94,89716,2.01,85931,1.85,89413,2.00,90740,2.00,88812,1.96,86506,1.91,89472,1.90,95066,2.02,91734,1.95,93380,1.98,93899,1.99,94736,2.01,90303,1.90,93911,1.98,105480,2.22,114929,2.39,160647,3.31,161988,3.34,159727,3.23,159835,3.20,188469,3.75,186252,3.65,180292,3.53,174753,3.42,172538,3.34,168358,3.26,168644,3.26,161733,3.11,158351,3.04,185033,3.56,189282,3.61,187263,3.57,183828,3.50,186389,3.65,173185,3.40,181828,3.57,194981,3.79,194865,3.79,199947,3.88,194477,3.74,188858,3.63,190449,3.66,204675,3.88,204049,3.87,207023,3.92,198478,3.51,199162,3.48,238608,3.99,255389,4.12,263797,4.20,273735,4.38,278118,4.44,247700,3.92,264737,4.09,287537,4.43,314077,4.74,313104,4.66,312727,4.57,311668,4.59,267910,3.90,310116,4.49,323016,4.70,319588,4.66,294982,4.36,279791,4.16,273988,4.01,276058,4.05,276667,4.07,295468,4.27,325387,4.67,318441,4.54,305676,4.35,318285,4.39,307243,4.26,326453,4.41,315372,4.40,320634,4.45,329456,4.48,339493,4.60,328004,4.25,335215,4.30,373181,4.79,341977,4.23,357137,4.24,394722,4.73,367976,4.26,368947,4.38,379094,4.48,390297,4.50,358548,4.09,373420,4.40,386080,4.45,364546,4.13,403447,4.62,408887,4.60,417154,4.58,428318,4.74,428951,4.74,415325,4.51,425540,4.59,437849,4.64,442538,4.60,440731,4.50,456491,4.55,468941,4.65,470090,4.63,463995,4.51,463673,4.47,467233,4.41,463435,4.41,467302,4.37,448746,4.17,451069,4.21,462062,4.29,464913,4.28,463890,4.24,472658,4.28,478542,4.27,453329,4.07,432830,3.87,442707,3.95,439296,3.90,422007,3.71,413932,3.67,418594,3.64,421507,3.66,429679,3.74,425843,3.64,429964,3.65,418897,3.56,407549,3.37,400491,3.27,397731,3.26,395907,3.20,393542,3.20,398747,3.25,395642,3.22,398493,3.23,391037,3.22,392162,3.15,388493,3.11,398824,3.22,395301,3.13,386233,3.03,386676,3.05,393238,3.05,377219,2.92,391223,3.06,384207,3.00,385191,3.01,369682,2.91,368008,2.85,372878,2.89,372792,2.93,353593,2.72,341015,2.60,326257,2.53,353650,2.67,346807,2.63,339577,2.56,336950,2.52,331342,2.43,343453,2.54,340965,2.47,344521,2.49,358749,2.59,342221,2.42,329249,2.30,311594,2.18,316334,2.20,328362,2.29,324832,2.29,329099,2.35,336885,2.38,340566,2.40,341740,2.39,346374,2.46,351348,2.47,348811,2.45,349460,2.43,359923,2.48,356633,2.47,356089,2.47,351117,2.44,342979,2.38,349159,2.40,394583,2.69,367104,2.51,375661,2.57,512349,3.49
