Segment,Monthkey,N,Rating,Rating12
SME,36,2,BBB+,BBB+
SME,36,1,BB+,A
SME,36,1,BB+,BBB+
SME,36,1,BB+,BBB
SME,36,16,BB+,BB+
SME,36,8,BB+,BB
SME,36,1,BB+,B+
SME,36,2,BB+,B
SME,36,1,BB+,CC
SME,36,5,BB,BB+
SME,36,22,BB,BB
SME,36,13,BB,B+
SME,36,3,BB,B
SME,36,9,BB,Default
SME,36,1,B+,A
SME,36,4,B+,BB+
SME,36,24,B+,BB
SME,36,73,B+,B+
SME,36,10,B+,B
SME,36,2,B+,B-
SME,36,9,B+,Default
SME,36,2,B,A
SME,36,3,B,BB+
SME,36,3,B,BB
SME,36,17,B,B+
SME,36,58,B,B
SME,36,12,B,B-
SME,36,5,B,CCC
SME,36,5,B,CC
SME,36,13,B,Default
SME,36,2,B-,BB+
SME,36,1,B-,BB
SME,36,5,B-,B+
SME,36,5,B-,B
SME,36,21,B-,B-
SME,36,2,B-,CCC
SME,36,4,B-,CC
SME,36,17,B-,Default
SME,36,1,CCC,B+
SME,36,1,CCC,B
SME,36,3,CCC,B-
SME,36,3,CCC,CCC
SME,36,1,CCC,CC
SME,36,4,CCC,Default
SME,36,1,CC,BBB+
SME,36,1,CC,B+
SME,36,2,CC,B
SME,36,3,CC,B-
SME,36,3,CC,CCC
SME,36,15,CC,CC
SME,36,4,CC,Default
SME,36,1,C,B
SME,36,412,Default,Default
SME,37,1,A,AA
SME,37,4,A,A
SME,37,1,A,BBB+
SME,37,1,A,CC
SME,37,1,BBB+,A
SME,37,2,BBB+,BBB+
SME,37,1,BBB+,Default
SME,37,1,BB+,BBB+
SME,37,1,BB+,BBB
SME,37,15,BB+,BB+
SME,37,8,BB+,BB
SME,37,1,BB+,B+
SME,37,1,BB+,B
SME,37,1,BB+,CC
SME,37,2,BB+,Default
SME,37,1,BB,BBB+
SME,37,6,BB,BB+
SME,37,20,BB,BB
SME,37,13,BB,B+
SME,37,3,BB,B
SME,37,7,BB,Default
SME,37,1,B+,A
SME,37,3,B+,BB+
SME,37,23,B+,BB
SME,37,72,B+,B+
SME,37,10,B+,B
SME,37,2,B+,B-
SME,37,10,B+,Default
SME,37,2,B,A
SME,37,3,B,BB+
SME,37,2,B,BB
SME,37,19,B,B+
SME,37,56,B,B
SME,37,11,B,B-
SME,37,5,B,CCC
SME,37,5,B,CC
SME,37,10,B,Default
SME,37,2,B-,BB+
SME,37,1,B-,BB
SME,37,4,B-,B+
SME,37,5,B-,B
SME,37,21,B-,B-
SME,37,2,B-,CCC
SME,37,5,B-,CC
SME,37,12,B-,Default
SME,37,1,CCC,B+
SME,37,2,CCC,B
SME,37,3,CCC,B-
SME,37,3,CCC,CCC
SME,37,1,CCC,CC
SME,37,4,CCC,Default
SME,37,1,CC,BB
SME,37,2,CC,B
SME,37,3,CC,B-
SME,37,3,CC,CCC
SME,37,15,CC,CC
SME,37,2,CC,Default
SME,37,1,C,B
SME,37,418,Default,Default
SME,38,1,A,AA
SME,38,5,A,A
SME,38,1,A,BBB+
SME,38,1,BBB+,A
SME,38,2,BBB+,BBB+
SME,38,1,BBB+,Default
SME,38,1,BB+,A
SME,38,1,BB+,BBB+
SME,38,1,BB+,BBB
SME,38,16,BB+,BB+
SME,38,8,BB+,BB
SME,38,2,BB+,B+
SME,38,1,BB+,B
SME,38,1,BB+,CC
SME,38,2,BB+,Default
SME,38,1,BB,BBB+
SME,38,6,BB,BB+
SME,38,21,BB,BB
SME,38,11,BB,B+
SME,38,2,BB,B
SME,38,1,BB,CCC
SME,38,9,BB,Default
SME,38,1,B+,A
SME,38,4,B+,BB+
SME,38,24,B+,BB
SME,38,71,B+,B+
SME,38,11,B+,B
SME,38,1,B+,B-
SME,38,11,B+,Default
SME,38,1,B,A
SME,38,1,B,BB+
SME,38,2,B,BB
SME,38,21,B,B+
SME,38,54,B,B
SME,38,11,B,B-
SME,38,5,B,CCC
SME,38,2,B,CC
SME,38,10,B,Default
SME,38,2,B-,BB+
SME,38,1,B-,BB
SME,38,3,B-,B+
SME,38,7,B-,B
SME,38,20,B-,B-
SME,38,2,B-,CCC
SME,38,5,B-,CC
SME,38,10,B-,Default
SME,38,1,CCC,B+
SME,38,1,CCC,B
SME,38,3,CCC,B-
SME,38,6,CCC,CCC
SME,38,1,CCC,CC
SME,38,4,CCC,Default
SME,38,2,CC,B+
SME,38,7,CC,B
SME,38,3,CC,B-
SME,38,2,CC,CCC
SME,38,16,CC,CC
SME,38,4,CC,Default
SME,38,419,Default,Default
SME,39,1,A,AA
SME,39,5,A,A
SME,39,1,A,BBB+
SME,39,1,A,BB+
SME,39,1,BBB+,A
SME,39,2,BBB+,BBB+
SME,39,1,BBB,Default
SME,39,1,BB+,A
SME,39,1,BB+,BBB+
SME,39,1,BB+,BBB
SME,39,17,BB+,BB+
SME,39,8,BB+,BB
SME,39,2,BB+,B+
SME,39,1,BB+,B
SME,39,2,BB+,CC
SME,39,2,BB+,Default
SME,39,1,BB,BBB+
SME,39,5,BB,BB+
SME,39,16,BB,BB
SME,39,10,BB,B+
SME,39,2,BB,B
SME,39,1,BB,CCC
SME,39,9,BB,Default
SME,39,1,B+,A
SME,39,4,B+,BB+
SME,39,23,B+,BB
SME,39,69,B+,B+
SME,39,11,B+,B
SME,39,1,B+,B-
SME,39,12,B+,Default
SME,39,1,B,BB+
SME,39,2,B,BB
SME,39,23,B,B+
SME,39,55,B,B
SME,39,10,B,B-
SME,39,4,B,CCC
SME,39,1,B,CC
SME,39,11,B,Default
SME,39,2,B-,BB+
SME,39,1,B-,B+
SME,39,6,B-,B
SME,39,22,B-,B-
SME,39,3,B-,CCC
SME,39,4,B-,CC
SME,39,9,B-,Default
SME,39,1,CCC,B+
SME,39,1,CCC,B
SME,39,3,CCC,B-
SME,39,6,CCC,CCC
SME,39,2,CCC,CC
SME,39,5,CCC,Default
SME,39,1,CC,BB+
SME,39,3,CC,BB
SME,39,6,CC,B+
SME,39,10,CC,B
SME,39,2,CC,B-
SME,39,3,CC,CCC
SME,39,16,CC,CC
SME,39,4,CC,Default
SME,39,403,Default,Default
SME,40,1,A,AA
SME,40,5,A,A
SME,40,1,A,BBB+
SME,40,1,A,BB+
SME,40,1,BBB+,A
SME,40,2,BBB+,BBB+
SME,40,1,BBB,BB+
SME,40,1,BBB,Default
SME,40,1,BB+,BBB+
SME,40,17,BB+,BB+
SME,40,8,BB+,BB
SME,40,2,BB+,B+
SME,40,1,BB+,B
SME,40,2,BB+,Default
SME,40,1,BB,BBB+
SME,40,6,BB,BB+
SME,40,18,BB,BB
SME,40,8,BB,B+
SME,40,2,BB,B
SME,40,1,BB,B-
SME,40,1,BB,CCC
SME,40,7,BB,Default
SME,40,1,B+,A
SME,40,3,B+,BB+
SME,40,23,B+,BB
SME,40,68,B+,B+
SME,40,11,B+,B
SME,40,1,B+,CC
SME,40,15,B+,Default
SME,40,1,B,BB+
SME,40,1,B,BB
SME,40,21,B,B+
SME,40,56,B,B
SME,40,9,B,B-
SME,40,2,B,CCC
SME,40,1,B,CC
SME,40,11,B,Default
SME,40,2,B-,BB+
SME,40,1,B-,B+
SME,40,7,B-,B
SME,40,22,B-,B-
SME,40,2,B-,CCC
SME,40,4,B-,CC
SME,40,10,B-,Default
SME,40,1,CCC,B+
SME,40,1,CCC,B
SME,40,5,CCC,B-
SME,40,6,CCC,CCC
SME,40,2,CCC,CC
SME,40,3,CCC,Default
SME,40,1,CC,BB+
SME,40,2,CC,BB
SME,40,7,CC,B+
SME,40,9,CC,B
SME,40,1,CC,B-
SME,40,2,CC,CCC
SME,40,16,CC,CC
SME,40,3,CC,Default
SME,40,1,C,B+
SME,40,400,Default,Default
