Segment,N,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
CU,1691326,0.00688496052358563,0.010670661710565953,0.014351409182895463,0.018027555135412123,0.021710956445188948,0.02539281972559455,0.02905879151145928,0.0326937074254662,0.03628331776567857,0.039814920965132165,0.04327754998961697,0.04666196266552844,0.04996054449027109,0.05316717448053812,0.05627707878511293,0.059286684465669565,0.06219347964931003,0.06499588301121799,0.06769312380009673,0.07028513266685565,0.07277244303903196,0.07515610250938759,0.07743759357274682,0.0796187629916075,0.08170175906438083,0.08368897609024285,0.0855830053595252,0.08738659204107456,0.08910259738367085,0.0907339656947376,0.09228369560462611,0.09375481516778153,0.09515036039260676,0.0964733568296103,0.0977268038823794,0.09891366153810884,0.10003683924394272,0.101099186682379,0.10210348622361526,0.10305244685512852,0.10394869940915992,0.10479479292726636,0.10559319201786449,0.10634627507787262,0.10705633326328588,0.10772557010593135,0.1083561016848513,0.10894995727087392,0.10950908037203977,0.11003533011575693,0.110530482910942,0.11099623434003865,0.11143420123676646,0.11184592391080224,0.11223286848538686,0.11259642931814537,0.11293793147924577,0.11325863326445135,0.11355972872368111,0.11384235018841939,0.11410757078374015,0.11435640691286685,0.1145898207040983,0.11480872241162318,0.1150139727632384,0.11520638524930445,0.11538672834842816,0.11555572768637884,0.11571406812563186,0.11586239578370713,0.11600131997914283,0.11613141510452393,0.11625322242648717,0.11636725181304965,0.11647398338897365,0.11657386912018573,0.11666733432852555,0.11675477913831075,0.1168365798563781,0.11691309028739799,0.1169846429863679,0.11705155045027181,0.11711410625095013,0.117172586111263,0.11722724892665111,0.11727833773420282,0.11732608063132964,0.1173706916461344,0.11741237156152821,0.11745130869511833,0.11748767963684596,0.11752164994630819,0.11755337481164517,0.11758299967182138,0.1176106608040707,0.11763648587821884,0.11766059447953456,0.11768309860170145,0.11770410311144146,0.11772370618626,0.11774199972672193,0.11775906974460883,0.11777499672824912,0.11778985598625438,0.11780371797084031,0.11781664858185462,0.11782870945258259,0.11783995821834763,0.11785044876887622,0.11786023148534677,0.1178693534629968,0.11787785872011755,0.11788578839422223,0.11789318092613355,0.11790007223269616,0.1179064958687819,0.11791248317922057,0.11791806344125343,0.11792326399807455,0.1179281103839934,0.11793262644172307,0.11793683443226893,0.11794075513786693,0.11794440795839468,0.11794781100165333,0.11795098116789712,0.11795393422896391,0.11795668490234026,0.11795924692047476,0.11796163309563504,0.11796385538058617,0.11796592492535163,0.11796785213030271,0.11796964669580678,0.1179713176686519,0.11797287348545106,0.11797432201321788,0.11797567058729312,0.11797692604679116,0.11797809476772408,0.11797918269395276,0.11798019536610363,0.11798113794858225,0.11798201525480628,0.11798283177077208,0.1179835916770638,0.11798429886940494,0.11798495697784736,0.11798556938468636,0.1179861392411847,0.11798666948318336,0.11798716284567194,0.11798762187638635,0.11798804894849853,0.11798844627245647,0.11798881590703209,0.11798915976962746,0.11798947964588992,0.11798977719868065,0.11799005397643962,0.11799031142098787,0.11799055087480305,0.11799077358780437,0.11799098072367899,0.11799117336578077,0.11799135252262956,0.11799151913303786,0.11799167407089024,0.1179918181495976,0.11799195212624948,0.1179920767054838,0.1179921925430929,0.11799230024938441,0.11799240039231285,0.11799249350039732,0.11799258006544032,0.11799266054506043,0.11799273536505202,0.11799280492158327,0.11799286958324373
HU,4850739,0.0045160710248717045,0.007044905091586277,0.009511783143293347,0.011977964950884004,0.014450065116698371,0.016922356034607622,0.019385933077962755,0.021831515225479988,0.024250426464206762,0.026634937205392322,0.028978351845977586,0.03127498928708156,0.03352011819820596,0.03570987488275242,0.037841176836897174,0.03991163823993936,0.041919490275660935,0.043863507503031696,0.04574294063244861,0.04755745562160888,0.049307078784570954,0.0509921475061039,0.052613266116567796,0.054171266480608264,0.05566717286940845,0.05710217071185998,0.05847757884956481,0.0597948249511295,0.06105542377113598,0.062260957967621496,0.06341306121844874,0.0645134034014644,0.06556367762579522,0.0665655889221119,0.06752084441830661,0.06843114484391599,0.06929817722192276,0.07012360862041624,0.07090908084912316,0.07165620599715326,0.07236656271855194,0.07304169318152219,0.07368310060555719,0.07429224731830399,0.07487055327083297,0.07541939495618374,0.07594010468166264,0.07643397015043454,0.07690223431253254,0.07734609544955146,0.0777667074610336,0.07816518032393986,0.07854258069965374,0.07889993266572753,0.07923821855207203,0.07955837986353942,0.0798613182728791,0.08014789666987464,0.08041894025411898,0.08067523766036883,0.08091754210675517,0.08114657255732845,0.08136301489149458,0.08156752307386844,0.08176072031893844,0.08194320024571414,0.08211552801822546,0.08227824146836249,0.08243185219810091,0.08257684665865075,0.08271368720450673,0.08284281312076705,0.08296464162243372,0.08307956882471149,0.08318797068359171,0.08329020390624342,0.08338660683093996,0.08347750027643065,0.08356318836082267,0.08364395929017393,0.0837200861171139,0.08379182746990872,0.08385942825247023,0.08392312031587962,0.08398312310205432,0.08403964426023439,0.08409288023700232,0.08414301684058031,0.08419022978017075,0.08423468518112097,0.08427654007670397,0.08431594287731056,0.0843530338178495,0.08438794538414841,0.08442080271914135,0.08445172400962048,0.08448082085431555,0.08450819861405305,0.08453395674472954,0.08455818911381792,0.08458098430110673,0.08460242588435356,0.08462259271051453,0.08464155915319074,0.08465939535691319,0.08467616746886622,0.08469193785862876,0.08470676532649288,0.08472070530089701,0.08473381002549264,0.08474612873634141,0.08475770782972124,0.08476859102099986,0.08477881949501527,0.08478843204838475,0.08479746522414501,0.08480595343910952,0.08481392910431135,0.08482142273888395,0.08482846307771572,0.08483507717319938,0.08484129049138218,0.08484712700280816,0.08485260926833073,0.08485775852015985,0.08486259473839558,0.08486713672328784,0.08487140216345009,0.08487540770024325,0.0848791689885362,0.08488270075403799,0.08488601684738759,0.08488913029517738,0.08489205334807771,0.08489479752622106,0.08489737366199632,0.08489979194039603,0.08490206193705167,0.0849041926540849,0.0849061925538966,0.08490806959100841,0.08490983124206548,0.08491148453410384,0.08491303607117957,0.08491449205945222,0.08491585833080961,0.0849171403651169,0.0849183433111674,0.08491947200640954,0.08492053099551936,0.0849215245478845,0.08492245667406219,0.08492333114126968,0.08492415148796306,0.08492492103755679,0.08492564291133346,0.0849263200405907,0.08492695517806906,0.0849275509087032,0.0849281096597349,0.08492863371022553,0.08492912520000301,0.08492958613807584,0.0849300184105457,0.08493042378804803,0.08493080393274793,0.08493116040491774,0.08493149466912092,0.08493180810002522,0.08493210198786724,0.08493237754358868,0.08493263590366397,0.08493287813463736,0.08493310523738673,0.08493331815113057,0.08493351775719282,0.08493370488254068,0.08493388030310832,0.08493404474691967,0.08493419889702206
