Rating,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
B3,0.004583678,0.009167355,0.013751033,0.01833471,0.022918388,0.027502065,0.032085743,0.03666942,0.041253098,0.045836775,0.050420453,0.05500413,0.060481554,0.065958978,0.071436403,0.076913827,0.082391251,0.087868675,0.093346099,0.098823523,0.104300948,0.109778372,0.115255796,0.12073322,0.126234016,0.131734812,0.137235608,0.142736403,0.148237199,0.153737995,0.159238791,0.164739587,0.170240383,0.175741178,0.181241974,0.18674277,0.19139783,0.19605289,0.20070795,0.20536301,0.21001807,0.21467313,0.21932819,0.22398325,0.22863831,0.23329337,0.23794843,0.24260349,0.246815111,0.251026732,0.255238353,0.259449973,0.263661594,0.267873215,0.272084836,0.276296457,0.280508078,0.284719698,0.288931319,0.29314294,0.297014438,0.300885935,0.304757432,0.30862893,0.312500427,0.316371925,0.320243422,0.32411492,0.327986417,0.331857915,0.335729412,0.33960091
B2,0.0028395,0.005679,0.0085185,0.011358,0.0141975,0.017037,0.0198765,0.022716,0.0255555,0.028395,0.0312345,0.034074,0.038426976,0.042779952,0.047132928,0.051485903,0.055838879,0.060191855,0.064544831,0.068897807,0.073250783,0.077603758,0.081956734,0.08630971,0.090699644,0.095089578,0.099479513,0.103869447,0.108259381,0.112649315,0.117039249,0.121429183,0.125819118,0.130209052,0.134598986,0.13898892,0.143018584,0.147048248,0.151077913,0.155107577,0.159137241,0.163166905,0.167196569,0.171226233,0.175255898,0.179285562,0.183315226,0.18734489,0.19081204,0.19427919,0.19774634,0.20121349,0.20468064,0.20814779,0.21161494,0.21508209,0.21854924,0.22201639,0.22548354,0.22895069,0.232214668,0.235478647,0.238742625,0.242006603,0.245270582,0.24853456,0.251798538,0.255062517,0.258326495,0.261590473,0.264854452,0.26811843
