Date,Segment,Amount,NPLRatio
2011-10-01,FinancialInstitutions,,
2011-11-01,FinancialInstitutions,,
2011-12-01,FinancialInstitutions,,
2012-01-01,FinancialInstitutions,,
2012-02-01,FinancialInstitutions,,
2012-03-01,FinancialInstitutions,,
2012-04-01,FinancialInstitutions,,
2012-05-01,FinancialInstitutions,,
2012-06-01,FinancialInstitutions,,
2012-07-01,FinancialInstitutions,,
2012-08-01,FinancialInstitutions,,
2012-09-01,FinancialInstitutions,,
2012-10-01,FinancialInstitutions,,
2012-11-01,FinancialInstitutions,,
2012-12-01,FinancialInstitutions,,
2013-01-01,FinancialInstitutions,,
2013-02-01,FinancialInstitutions,,
2013-03-01,FinancialInstitutions,,
2013-04-01,FinancialInstitutions,,
2013-05-01,FinancialInstitutions,,
2013-06-01,FinancialInstitutions,,
2013-07-01,FinancialInstitutions,,
2013-08-01,FinancialInstitutions,,
2013-09-01,FinancialInstitutions,,
2013-10-01,FinancialInstitutions,,
2013-11-01,FinancialInstitutions,,
2013-12-01,FinancialInstitutions,,
2014-01-01,FinancialInstitutions,,
2014-02-01,FinancialInstitutions,,
2014-03-01,FinancialInstitutions,,
2014-04-01,FinancialInstitutions,,
2014-05-01,FinancialInstitutions,,
2014-06-01,FinancialInstitutions,,
2014-07-01,FinancialInstitutions,,
2014-08-01,FinancialInstitutions,,
2014-09-01,FinancialInstitutions,,
2014-10-01,FinancialInstitutions,,
2014-11-01,FinancialInstitutions,,
2014-12-01,FinancialInstitutions,,
2015-01-01,FinancialInstitutions,,
2015-02-01,FinancialInstitutions,,
2015-03-01,FinancialInstitutions,,
2015-04-01,FinancialInstitutions,,
2015-05-01,FinancialInstitutions,,
2015-06-01,FinancialInstitutions,,
2015-07-01,FinancialInstitutions,,
2015-08-01,FinancialInstitutions,,
2015-09-01,FinancialInstitutions,,
2015-10-01,FinancialInstitutions,,
2015-11-01,FinancialInstitutions,,
2015-12-01,FinancialInstitutions,,
2016-01-01,FinancialInstitutions,,
2016-02-01,FinancialInstitutions,,
2016-03-01,FinancialInstitutions,,
2016-04-01,FinancialInstitutions,,
2016-05-01,FinancialInstitutions,,
2016-06-01,FinancialInstitutions,,
2016-07-01,FinancialInstitutions,,
2016-08-01,FinancialInstitutions,,
2016-09-01,FinancialInstitutions,,
2016-10-01,FinancialInstitutions,,
2016-11-01,FinancialInstitutions,,
2016-12-01,FinancialInstitutions,,
2017-01-01,FinancialInstitutions,,
2017-02-01,FinancialInstitutions,,
2017-03-01,FinancialInstitutions,,
2017-04-01,FinancialInstitutions,,
2017-05-01,FinancialInstitutions,,
2017-06-01,FinancialInstitutions,,
2017-07-01,FinancialInstitutions,,
2017-08-01,FinancialInstitutions,,
2017-09-01,FinancialInstitutions,,
2017-10-01,FinancialInstitutions,,
2017-11-01,FinancialInstitutions,,
2017-12-01,FinancialInstitutions,,
2018-01-01,FinancialInstitutions,,
2018-02-01,FinancialInstitutions,,
2018-03-01,FinancialInstitutions,,
2018-04-01,FinancialInstitutions,,
2018-05-01,FinancialInstitutions,,
2018-06-01,FinancialInstitutions,,
2018-07-01,FinancialInstitutions,,
2018-08-01,FinancialInstitutions,,
2018-09-01,FinancialInstitutions,,
2018-10-01,FinancialInstitutions,,
2018-11-01,FinancialInstitutions,,
2018-12-01,FinancialInstitutions,,
2019-01-01,FinancialInstitutions,,
2019-02-01,FinancialInstitutions,,
2019-03-01,FinancialInstitutions,,
2019-04-01,FinancialInstitutions,,
2019-05-01,FinancialInstitutions,,
2019-06-01,FinancialInstitutions,,
2019-07-01,FinancialInstitutions,,
2019-08-01,FinancialInstitutions,,
2019-09-01,FinancialInstitutions,,
2019-10-01,FinancialInstitutions,,
2019-11-01,FinancialInstitutions,,
2019-12-01,FinancialInstitutions,,
2006-01-01,NewIBFs,,
2006-02-01,NewIBFs,,
2006-03-01,NewIBFs,,
2006-04-01,NewIBFs,,
2006-05-01,NewIBFs,,
2006-06-01,NewIBFs,,
2006-07-01,NewIBFs,,
2006-08-01,NewIBFs,,
2006-09-01,NewIBFs,,
2006-10-01,NewIBFs,,
2006-11-01,NewIBFs,,
2006-12-01,NewIBFs,,
2007-01-01,NewIBFs,,
2007-02-01,NewIBFs,,
2007-03-01,NewIBFs,,
2007-04-01,NewIBFs,,
2007-05-01,NewIBFs,,
2007-06-01,NewIBFs,,
2007-07-01,NewIBFs,,
2007-08-01,NewIBFs,,
2007-09-01,NewIBFs,,
2007-10-01,NewIBFs,,
2007-11-01,NewIBFs,,
2007-12-01,NewIBFs,,
2008-01-01,NewIBFs,,
2008-02-01,NewIBFs,,
2008-03-01,NewIBFs,,
2008-04-01,NewIBFs,,
2008-05-01,NewIBFs,,
2008-06-01,NewIBFs,,
2008-07-01,NewIBFs,,
2008-08-01,NewIBFs,,
2008-09-01,NewIBFs,,
2008-10-01,NewIBFs,,
2008-11-01,NewIBFs,,
2008-12-01,NewIBFs,,
2009-01-01,NewIBFs,,
2009-02-01,NewIBFs,,
2009-03-01,NewIBFs,,
2009-04-01,NewIBFs,,
2009-05-01,NewIBFs,,
2009-06-01,NewIBFs,,
2009-07-01,NewIBFs,,
2009-08-01,NewIBFs,,
2009-09-01,NewIBFs,,
2009-10-01,NewIBFs,,
2009-11-01,NewIBFs,,
2009-12-01,NewIBFs,,
2010-01-01,NewIBFs,,
2010-02-01,NewIBFs,,
2010-03-01,NewIBFs,,
2010-04-01,NewIBFs,,
2010-05-01,NewIBFs,,
2010-06-01,NewIBFs,,
2010-07-01,NewIBFs,,
2010-08-01,NewIBFs,,
2010-09-01,NewIBFs,,
2010-10-01,NewIBFs,,
2010-11-01,NewIBFs,,
2010-12-01,NewIBFs,,
2011-01-01,NewIBFs,,
2011-02-01,NewIBFs,,
2011-03-01,NewIBFs,,
2011-04-01,NewIBFs,,
2011-05-01,NewIBFs,,
2011-06-01,NewIBFs,,
2011-07-01,NewIBFs,,
2011-08-01,NewIBFs,,
2011-09-01,NewIBFs,,
2011-10-01,NewIBFs,,
2011-11-01,NewIBFs,,
2011-12-01,NewIBFs,,
2012-01-01,NewIBFs,,
2012-02-01,NewIBFs,,
2012-03-01,NewIBFs,,
2012-04-01,NewIBFs,,
2012-05-01,NewIBFs,,
2012-06-01,NewIBFs,,
2012-07-01,NewIBFs,,
2012-08-01,NewIBFs,,
2012-09-01,NewIBFs,,
2012-10-01,NewIBFs,,
2012-11-01,NewIBFs,,
2012-12-01,NewIBFs,,
2013-01-01,NewIBFs,,
2013-02-01,NewIBFs,,
2013-03-01,NewIBFs,,
2013-04-01,NewIBFs,,
2013-05-01,NewIBFs,,
2013-06-01,NewIBFs,,
2013-07-01,NewIBFs,,
2013-08-01,NewIBFs,,
2013-09-01,NewIBFs,,
2013-10-01,NewIBFs,,
2013-11-01,NewIBFs,,
2013-12-01,NewIBFs,,
2014-01-01,NewIBFs,,
2014-02-01,NewIBFs,,
2014-03-01,NewIBFs,,
2014-04-01,NewIBFs,,
2014-05-01,NewIBFs,,
2014-06-01,NewIBFs,,
2014-07-01,NewIBFs,,
2014-08-01,NewIBFs,,
2014-09-01,NewIBFs,,
2014-10-01,NewIBFs,,
2014-11-01,NewIBFs,,
2014-12-01,NewIBFs,,
2015-01-01,NewIBFs,,
2015-02-01,NewIBFs,,
2015-03-01,NewIBFs,,
2015-04-01,NewIBFs,,
2015-05-01,NewIBFs,,
2015-06-01,NewIBFs,,
2015-07-01,NewIBFs,,
2015-08-01,NewIBFs,,
2015-09-01,NewIBFs,,
2015-10-01,NewIBFs,,
2015-11-01,NewIBFs,,
2015-12-01,NewIBFs,,
2016-01-01,NewIBFs,,
2016-02-01,NewIBFs,,
2016-03-01,NewIBFs,,
2016-04-01,NewIBFs,,
2016-05-01,NewIBFs,,
2016-06-01,NewIBFs,,
2016-07-01,NewIBFs,,
2016-08-01,NewIBFs,,
2016-09-01,NewIBFs,,
2016-10-01,NewIBFs,,
2016-11-01,NewIBFs,,
2016-12-01,NewIBFs,,
2017-01-01,NewIBFs,,
2017-02-01,NewIBFs,,
2017-03-01,NewIBFs,,
2017-04-01,NewIBFs,,
2017-05-01,NewIBFs,,
2017-06-01,NewIBFs,,
2017-07-01,NewIBFs,,
2017-08-01,NewIBFs,,
2017-09-01,NewIBFs,,
2017-10-01,NewIBFs,,
2017-11-01,NewIBFs,,
2017-12-01,NewIBFs,,
2018-01-01,NewIBFs,,
2018-02-01,NewIBFs,,
2018-03-01,NewIBFs,,
2018-04-01,NewIBFs,,
2018-05-01,NewIBFs,,
2018-06-01,NewIBFs,,
2018-07-01,NewIBFs,,
2018-08-01,NewIBFs,,
2018-09-01,NewIBFs,,
2018-10-01,NewIBFs,,
2018-11-01,NewIBFs,,
2018-12-01,NewIBFs,,
2019-01-01,NewIBFs,,
2019-02-01,NewIBFs,,
2019-03-01,NewIBFs,,
2019-04-01,NewIBFs,,
2019-05-01,NewIBFs,,
2019-06-01,NewIBFs,,
2019-07-01,NewIBFs,,
2019-08-01,NewIBFs,,
2019-09-01,NewIBFs,,
2019-10-01,NewIBFs,,
2019-11-01,NewIBFs,,
2019-12-01,NewIBFs,,
2006-01-01,CreditFoncier,,
2006-02-01,CreditFoncier,,
2006-03-01,CreditFoncier,,
2006-04-01,CreditFoncier,,
2006-05-01,CreditFoncier,,
2006-06-01,CreditFoncier,,
2006-07-01,CreditFoncier,,
2006-08-01,CreditFoncier,,
2006-09-01,CreditFoncier,,
2006-10-01,CreditFoncier,,
2006-11-01,CreditFoncier,,
2006-12-01,CreditFoncier,390,0.3883
2007-01-01,CreditFoncier,,
2007-02-01,CreditFoncier,,
2007-03-01,CreditFoncier,296,0.6765
2007-04-01,CreditFoncier,,
2007-05-01,CreditFoncier,,
2007-06-01,CreditFoncier,291,0.6701
2007-07-01,CreditFoncier,,
2007-08-01,CreditFoncier,,
2007-09-01,CreditFoncier,282,0.6599
2007-10-01,CreditFoncier,,
2007-11-01,CreditFoncier,,
2007-12-01,CreditFoncier,303,0.6663
2008-01-01,CreditFoncier,,
2008-02-01,CreditFoncier,,
2008-03-01,CreditFoncier,302,0.6419
2008-04-01,CreditFoncier,,
2008-05-01,CreditFoncier,,
2008-06-01,CreditFoncier,275,0.5678
2008-07-01,CreditFoncier,,
2008-08-01,CreditFoncier,,
2008-09-01,CreditFoncier,275,0.5317
2008-10-01,CreditFoncier,,
2008-11-01,CreditFoncier,,
2008-12-01,CreditFoncier,272,0.4944
2009-01-01,CreditFoncier,,
2009-02-01,CreditFoncier,,
2009-03-01,CreditFoncier,267,0.4705
2009-04-01,CreditFoncier,,
2009-05-01,CreditFoncier,,
2009-06-01,CreditFoncier,264,0.481
2009-07-01,CreditFoncier,,
2009-08-01,CreditFoncier,,
2009-09-01,CreditFoncier,261,0.4406
2009-10-01,CreditFoncier,,
2009-11-01,CreditFoncier,,
2009-12-01,CreditFoncier,155,0.2478
2010-01-01,CreditFoncier,,
2010-02-01,CreditFoncier,,
2010-03-01,CreditFoncier,,
2010-04-01,CreditFoncier,,
2010-05-01,CreditFoncier,,
2010-06-01,CreditFoncier,,
2010-07-01,CreditFoncier,,
2010-08-01,CreditFoncier,,
2010-09-01,CreditFoncier,,
2010-10-01,CreditFoncier,,
2010-11-01,CreditFoncier,,
2010-12-01,CreditFoncier,,
2011-01-01,CreditFoncier,,
2011-02-01,CreditFoncier,,
2011-03-01,CreditFoncier,,
2011-04-01,CreditFoncier,,
2011-05-01,CreditFoncier,,
2011-06-01,CreditFoncier,,
2011-07-01,CreditFoncier,,
2011-08-01,CreditFoncier,,
2011-09-01,CreditFoncier,,
2011-10-01,CreditFoncier,,
2011-11-01,CreditFoncier,,
2011-12-01,CreditFoncier,,
2012-01-01,CreditFoncier,,
2012-02-01,CreditFoncier,,
2012-03-01,CreditFoncier,,
2012-04-01,CreditFoncier,,
2012-05-01,CreditFoncier,,
2012-06-01,CreditFoncier,,
2012-07-01,CreditFoncier,,
2012-08-01,CreditFoncier,,
2012-09-01,CreditFoncier,,
2012-10-01,CreditFoncier,,
2012-11-01,CreditFoncier,,
2012-12-01,CreditFoncier,,
2013-01-01,CreditFoncier,,
2013-02-01,CreditFoncier,,
2013-03-01,CreditFoncier,,
2013-04-01,CreditFoncier,,
2013-05-01,CreditFoncier,,
2013-06-01,CreditFoncier,,
2013-07-01,CreditFoncier,,
2013-08-01,CreditFoncier,,
2013-09-01,CreditFoncier,,
2013-10-01,CreditFoncier,,
2013-11-01,CreditFoncier,,
2013-12-01,CreditFoncier,,
2014-01-01,CreditFoncier,,
2014-02-01,CreditFoncier,,
2014-03-01,CreditFoncier,,
2014-04-01,CreditFoncier,,
2014-05-01,CreditFoncier,,
2014-06-01,CreditFoncier,,
2014-07-01,CreditFoncier,,
2014-08-01,CreditFoncier,,
2014-09-01,CreditFoncier,,
2014-10-01,CreditFoncier,,
2014-11-01,CreditFoncier,,
2014-12-01,CreditFoncier,,
2015-01-01,CreditFoncier,,
2015-02-01,CreditFoncier,,
2015-03-01,CreditFoncier,,
2015-04-01,CreditFoncier,,
2015-05-01,CreditFoncier,,
2015-06-01,CreditFoncier,,
2015-07-01,CreditFoncier,,
2015-08-01,CreditFoncier,,
2015-09-01,CreditFoncier,,
2015-10-01,CreditFoncier,,
2015-11-01,CreditFoncier,,
2015-12-01,CreditFoncier,,
2016-01-01,CreditFoncier,,
2016-02-01,CreditFoncier,,
2016-03-01,CreditFoncier,,
2016-04-01,CreditFoncier,,
2016-05-01,CreditFoncier,,
2016-06-01,CreditFoncier,,
2016-07-01,CreditFoncier,,
2016-08-01,CreditFoncier,,
2016-09-01,CreditFoncier,,
2016-10-01,CreditFoncier,,
2016-11-01,CreditFoncier,,
2016-12-01,CreditFoncier,,
2017-01-01,CreditFoncier,,
2017-02-01,CreditFoncier,,
2017-03-01,CreditFoncier,,
2017-04-01,CreditFoncier,,
2017-05-01,CreditFoncier,,
2017-06-01,CreditFoncier,,
2017-07-01,CreditFoncier,,
2017-08-01,CreditFoncier,,
2017-09-01,CreditFoncier,,
2017-10-01,CreditFoncier,,
2017-11-01,CreditFoncier,,
2017-12-01,CreditFoncier,,
2018-01-01,CreditFoncier,,
2018-02-01,CreditFoncier,,
2018-03-01,CreditFoncier,,
2018-04-01,CreditFoncier,,
2018-05-01,CreditFoncier,,
2018-06-01,CreditFoncier,,
2018-07-01,CreditFoncier,,
2018-08-01,CreditFoncier,,
2018-09-01,CreditFoncier,,
2018-10-01,CreditFoncier,,
2018-11-01,CreditFoncier,,
2018-12-01,CreditFoncier,,
2019-01-01,CreditFoncier,,
2019-02-01,CreditFoncier,,
2019-03-01,CreditFoncier,,
2019-04-01,CreditFoncier,,
2019-05-01,CreditFoncier,,
2019-06-01,CreditFoncier,,
2019-07-01,CreditFoncier,,
2019-08-01,CreditFoncier,,
2019-09-01,CreditFoncier,,
2019-10-01,CreditFoncier,,
2019-11-01,CreditFoncier,,
2019-12-01,CreditFoncier,,
2006-01-01,TotalFinancialInstitutions,,
2006-02-01,TotalFinancialInstitutions,,
2006-03-01,TotalFinancialInstitutions,,
2006-04-01,TotalFinancialInstitutions,,
2006-05-01,TotalFinancialInstitutions,,
2006-06-01,TotalFinancialInstitutions,,
2006-07-01,TotalFinancialInstitutions,,
2006-08-01,TotalFinancialInstitutions,,
2006-09-01,TotalFinancialInstitutions,,
2006-10-01,TotalFinancialInstitutions,,
2006-11-01,TotalFinancialInstitutions,,
2006-12-01,TotalFinancialInstitutions,236793,0.0412
2007-01-01,TotalFinancialInstitutions,,
2007-02-01,TotalFinancialInstitutions,,
2007-03-01,TotalFinancialInstitutions,240319,0.0418
2007-04-01,TotalFinancialInstitutions,,
2007-05-01,TotalFinancialInstitutions,,
2007-06-01,TotalFinancialInstitutions,254637,0.044
2007-07-01,TotalFinancialInstitutions,,
2007-08-01,TotalFinancialInstitutions,,
2007-09-01,TotalFinancialInstitutions,260722,0.0444
2007-10-01,TotalFinancialInstitutions,,
2007-11-01,TotalFinancialInstitutions,,
2007-12-01,TotalFinancialInstitutions,237998,0.0395
2008-01-01,TotalFinancialInstitutions,,
2008-02-01,TotalFinancialInstitutions,,
2008-03-01,TotalFinancialInstitutions,249718,0.0375
2008-04-01,TotalFinancialInstitutions,,
2008-05-01,TotalFinancialInstitutions,,
2008-06-01,TotalFinancialInstitutions,232170,0.0343
2008-07-01,TotalFinancialInstitutions,,
2008-08-01,TotalFinancialInstitutions,,
2008-09-01,TotalFinancialInstitutions,230038,0.0329
2008-10-01,TotalFinancialInstitutions,,
2008-11-01,TotalFinancialInstitutions,,
2008-12-01,TotalFinancialInstitutions,217511,0.0294
2009-01-01,TotalFinancialInstitutions,,
2009-02-01,TotalFinancialInstitutions,,
2009-03-01,TotalFinancialInstitutions,230420,0.031
2009-04-01,TotalFinancialInstitutions,,
2009-05-01,TotalFinancialInstitutions,,
2009-06-01,TotalFinancialInstitutions,224677,0.0306
2009-07-01,TotalFinancialInstitutions,,
2009-08-01,TotalFinancialInstitutions,,
2009-09-01,TotalFinancialInstitutions,218537,0.0295
2009-10-01,TotalFinancialInstitutions,,
2009-11-01,TotalFinancialInstitutions,,
2009-12-01,TotalFinancialInstitutions,205212,0.0268
2010-01-01,TotalFinancialInstitutions,,
2010-02-01,TotalFinancialInstitutions,,
2010-03-01,TotalFinancialInstitutions,201569,0.0252
2010-04-01,TotalFinancialInstitutions,,
2010-05-01,TotalFinancialInstitutions,,
2010-06-01,TotalFinancialInstitutions,190400,0.0242
2010-07-01,TotalFinancialInstitutions,,
2010-08-01,TotalFinancialInstitutions,,
2010-09-01,TotalFinancialInstitutions,184815,0.0228
2010-10-01,TotalFinancialInstitutions,,
2010-11-01,TotalFinancialInstitutions,,
2010-12-01,TotalFinancialInstitutions,165238,0.0191
2011-01-01,TotalFinancialInstitutions,,
2011-02-01,TotalFinancialInstitutions,,
2011-03-01,TotalFinancialInstitutions,163394,0.0176
2011-04-01,TotalFinancialInstitutions,,
2011-05-01,TotalFinancialInstitutions,,
2011-06-01,TotalFinancialInstitutions,155431,0.0163
2011-07-01,TotalFinancialInstitutions,,
2011-08-01,TotalFinancialInstitutions,,
2011-09-01,TotalFinancialInstitutions,138676,0.0146
2011-10-01,TotalFinancialInstitutions,,
2011-11-01,TotalFinancialInstitutions,,
2011-12-01,TotalFinancialInstitutions,130191,0.0135
2012-01-01,TotalFinancialInstitutions,,
2012-02-01,TotalFinancialInstitutions,,
2012-03-01,TotalFinancialInstitutions,132438,0.0132
2012-04-01,TotalFinancialInstitutions,,
2012-05-01,TotalFinancialInstitutions,,
2012-06-01,TotalFinancialInstitutions,128799,0.0125
2012-07-01,TotalFinancialInstitutions,,
2012-08-01,TotalFinancialInstitutions,,
2012-09-01,TotalFinancialInstitutions,125492,0.0117
2012-10-01,TotalFinancialInstitutions,,
2012-11-01,TotalFinancialInstitutions,,
2012-12-01,TotalFinancialInstitutions,112857,0.0101
2013-01-01,TotalFinancialInstitutions,,
2013-02-01,TotalFinancialInstitutions,,
2013-03-01,TotalFinancialInstitutions,113013,0.0097
2013-04-01,TotalFinancialInstitutions,,
2013-05-01,TotalFinancialInstitutions,,
2013-06-01,TotalFinancialInstitutions,119110,0.01
2013-07-01,TotalFinancialInstitutions,,
2013-08-01,TotalFinancialInstitutions,,
2013-09-01,TotalFinancialInstitutions,122270,0.0103
2013-10-01,TotalFinancialInstitutions,,
2013-11-01,TotalFinancialInstitutions,,
2013-12-01,TotalFinancialInstitutions,124419,0.0102
2014-01-01,TotalFinancialInstitutions,,
2014-02-01,TotalFinancialInstitutions,,
2014-03-01,TotalFinancialInstitutions,132683,0.0108
2014-04-01,TotalFinancialInstitutions,,
2014-05-01,TotalFinancialInstitutions,,
2014-06-01,TotalFinancialInstitutions,135055,0.011
2014-07-01,TotalFinancialInstitutions,,
2014-08-01,TotalFinancialInstitutions,,
2014-09-01,TotalFinancialInstitutions,146184,0.0118
2014-10-01,TotalFinancialInstitutions,,
2014-11-01,TotalFinancialInstitutions,,
2014-12-01,TotalFinancialInstitutions,137634,0.0108
2015-01-01,TotalFinancialInstitutions,,
2015-02-01,TotalFinancialInstitutions,,
2015-03-01,TotalFinancialInstitutions,148656,0.0115
2015-04-01,TotalFinancialInstitutions,,
2015-05-01,TotalFinancialInstitutions,,
2015-06-01,TotalFinancialInstitutions,153174,0.0118
2015-07-01,TotalFinancialInstitutions,,
2015-08-01,TotalFinancialInstitutions,,
2015-09-01,TotalFinancialInstitutions,162205,0.0127
2015-10-01,TotalFinancialInstitutions,,
2015-11-01,TotalFinancialInstitutions,,
2015-12-01,TotalFinancialInstitutions,157564,0.0121
2016-01-01,TotalFinancialInstitutions,,
2016-02-01,TotalFinancialInstitutions,,
2016-03-01,TotalFinancialInstitutions,165821,0.0124
2016-04-01,TotalFinancialInstitutions,,
2016-05-01,TotalFinancialInstitutions,,
2016-06-01,TotalFinancialInstitutions,175154,0.0129
2016-07-01,TotalFinancialInstitutions,,
2016-08-01,TotalFinancialInstitutions,,
2016-09-01,TotalFinancialInstitutions,184042,0.0137
2016-10-01,TotalFinancialInstitutions,,
2016-11-01,TotalFinancialInstitutions,,
2016-12-01,TotalFinancialInstitutions,178148,0.0133
2017-01-01,TotalFinancialInstitutions,,
2017-02-01,TotalFinancialInstitutions,,
2017-03-01,TotalFinancialInstitutions,187003,0.0138
2017-04-01,TotalFinancialInstitutions,,
2017-05-01,TotalFinancialInstitutions,,
2017-06-01,TotalFinancialInstitutions,189728,0.0137
2017-07-01,TotalFinancialInstitutions,,
2017-08-01,TotalFinancialInstitutions,,
2017-09-01,TotalFinancialInstitutions,199218,0.014
2017-10-01,TotalFinancialInstitutions,,
2017-11-01,TotalFinancialInstitutions,,
2017-12-01,TotalFinancialInstitutions,201320,0.0139
2018-01-01,TotalFinancialInstitutions,,
2018-02-01,TotalFinancialInstitutions,,
2018-03-01,TotalFinancialInstitutions,210176,0.014
2018-04-01,TotalFinancialInstitutions,,
2018-05-01,TotalFinancialInstitutions,,
2018-06-01,TotalFinancialInstitutions,212494,0.0143
2018-07-01,TotalFinancialInstitutions,,
2018-08-01,TotalFinancialInstitutions,,
2018-09-01,TotalFinancialInstitutions,213787,0.0144
2018-10-01,TotalFinancialInstitutions,,
2018-11-01,TotalFinancialInstitutions,,
2018-12-01,TotalFinancialInstitutions,209599,0.0141
2019-01-01,TotalFinancialInstitutions,,
2019-02-01,TotalFinancialInstitutions,,
2019-03-01,TotalFinancialInstitutions,216311,0.0142
2019-04-01,TotalFinancialInstitutions,,
2019-05-01,TotalFinancialInstitutions,,
2019-06-01,TotalFinancialInstitutions,219515,0.0146
2019-07-01,TotalFinancialInstitutions,,
2019-08-01,TotalFinancialInstitutions,,
2019-09-01,TotalFinancialInstitutions,230294,0.015
2019-10-01,TotalFinancialInstitutions,,
2019-11-01,TotalFinancialInstitutions,,
2019-12-01,TotalFinancialInstitutions,236492,0.0153
